
STARTING NEW DIAG
Administration Server Client version:   V9 R0.4.107
[2017/12/29 15:36:53.750] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<6721514554613112> RqC<0> , CTK:0, SubjectDID:573(S), AlertingCID:300130, AlertingDID:573(S), CallingDID:0262978807(S), CalledDID:1(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:N/A, Trunk:237, TrunkGroup:-1, LCS:Alerting, Cause:Distributed
[2017/12/29 15:36:53.750] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 6721514554613112, From: 101, To: 573, Actual: 573, Reason: Distributed, Result: ARRIVED_AT_TARGET_DEVICE, DestinationDeviceType: 0, DestinationResourceType: 1
[2017/12/29 15:36:55.564] CAFL TteSCstaEventHandler.cpp    1159 0f4c Established Event, UCID<6721514554613112> RqC<0> , SubjectDID:573(S), JoinedCID:300130, JoinedDID:573(S), AnswerDID:573(S), CallingDID:0262978807(S), CalledDID:1(S), LRDID:(N/A), Trunk:237, LCS:Connected, Cause:Normal
[2017/12/29 15:36:57.237] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:37:11.123] CAFL ttescall.cpp                6061 14d0 One Step Transfer (Smart Transfer) Call Request, UCID<6721514554613112>, TransferringDID: 573. TransferTarget: 445
[2017/12/29 15:37:11.123] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 6721514554613112 is to move from{573} to{445}
[2017/12/29 15:37:11.138] WARN ttetcstm.cpp                 747 0e14 Fragmented CSTA Receive - totalBytesToBeReceived: 215, bytesReceived: 17, remainBytes: 198
[2017/12/29 15:37:11.138] CAFL TteSCstaEventHandler.cpp    1260 0f4c Transferred Event, UCID<6721514554613112> RqC<0> , SubjectDID:573(S), PrimaryCID:300130, PrimaryDID:573(S), SecondaryCID:, SecondaryDID:(N/A), TransferringDID:573(S), TransferToDID:101(R), LCS:Null, Cause:SingleStepTransfer, PrivateCause:SingleStepTransfer, Parties:2[{237(N/A)}{101(R)}], NewCID:300130
[2017/12/29 15:37:11.138] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 6721514554613112, From: 573, To: 445, Actual: 101, Reason: SingleStepTransfer, Result: ARRIVED_AT_OTHER_DEVICE, DestinationDeviceType: 2, DestinationResourceType: 6
[2017/12/29 15:37:11.138] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 6721514554613112, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:37:11.138] WARN ttetcstm.cpp                 740 0e14 Remaining Fragmented CSTA Received - totalBytesToBeReceived: 215, totalBytesReceived: 215
[2017/12/29 15:37:11.138] WARN tteSConnectionColl.cpp       426 0f4c TteSConnectionColl::RemoveConnection. Connection not found
[2017/12/29 15:37:11.138] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<6721514554613112> RqC<0> , CTK:0, SubjectDID:101(R), AlertingCID:300130, AlertingDID:101(R), CallingDID:0262978807(S), CalledDID:445(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:237, TrunkGroup:-1, LCS:Alerting, Cause:SingleStepTransfer
[2017/12/29 15:37:11.138] CAFL ttescall.cpp               12553 0f4c DeliveredEvent, UCID: 6721514554613112: Call has been FMNQ requeued.  Requeue count has NOT been incremented, and remains at 0
[2017/12/29 15:37:11.138] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 6721514554613112, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:37:11.138] CAFL ttesrvr.cpp                 5349 0f4c New Call object with UCID: 1381514554631162 created upon receiving an event with CID: 300132
[2017/12/29 15:37:11.138] CAFL ttetcall.cpp                1102 0f4c TCall::SetBusUnitKey - UCID: 1381514554631162, BU key updated: 0|1
[2017/12/29 15:37:11.138] CAFL TteSCstaEventHandler.cpp    1185 0f4c Failed Event, UCID<1381514554631162> RqC<-1> , SubjectDID:573(S), FailedCID:300132, FailedDID:573(S), CalledDID:(N/A), LCS:Failed, Cause:Blocked
[2017/12/29 15:37:11.138] CAFL TteSCstaEventHandler.cpp    1228 0f4c Queued Event, UCID<6721514554613112>, SubjectDID:101(R), QueuedCID:300130, QueuedDID:101(R), QueuedToDID:100(A), CallingDID:0262978807(S), CalledDID:445(S), LRDID:(N/A), LCS:Queued, Cause:NoAvailableAgents, CallsInQueue:-1, Trunk:
[2017/12/29 15:37:11.154] CAFL TteSRoutingEventHandler.     365 10f8 EnqueueCall Event, UCID<6721514554613112>, RqC<0>, CallTypeName:IT_FR
[2017/12/29 15:37:11.154] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<6721514554613112>, RqC<0>, OriginalDNIS:445, OriginalANI:0262978807, BU key:1, CallTypeName:IT_FR, Priority:1, CallTypeStep:0, External:0, Transfer:1
[2017/12/29 15:37:11.154] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<6721514554613112>, RqC<0>, OriginalDNIS:445, OriginalANI:0262978807, BU key:1, CallTypeName:IT_FR, Priority:1, CallTypeStep:1, External:0, Transfer:1
[2017/12/29 15:37:11.154] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<6721514554613112>, RqC<0>, OriginalDNIS:445, OriginalANI:0262978807, BU key:1, CallTypeName:IT_FR, Priority:1, CallTypeStep:1, External:0, Transfer:1
[2017/12/29 15:37:11.154] CAFL TteSRoutingEventHandler.     233 10f8 AssignCall Event, UCID<6721514554613112>, RqC<0>, UserId:105
[2017/12/29 15:37:11.154] CAFL ttesagnt.cpp                2089 10f8 SActiveAgent::HandleAssignCall Event. UserKey<9> UserId<105> Ext{552} HandleAssignCall Event: UCID{6721514554613112} RqC{0}
[2017/12/29 15:37:11.154] CAFL ttescall.cpp                7400 14d0 Divert Call Request, UCID<6721514554613112>, CID:, DivertingDID:, DivertDestination:552, CallTypeName:{IT_FR}, CallTypeStep:1, reason:DIVERT_ROUTING
[2017/12/29 15:37:11.154] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 6721514554613112 is to move from{101} to{552}
[2017/12/29 15:37:11.217] CAFL ttesagnt.cpp                 997 0f4c UserId<105> Ext<552> HandleAgentBusyEvent: PendingAgentState{2} AcdState{ACDAVAIL}
[2017/12/29 15:37:11.232] CAFL TteSCstaEventHandler.cpp    1149 0f4c Diverted Event, UCID<6721514554613112> RqC<0> , CTK:5, SubjectDID:101(R), DivertingCID:300130, DivertingDID:101(R), DestinationDID:552(S), LCS:Null, Cause:Distributed
[2017/12/29 15:37:11.232] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<6721514554613112> RqC<0> , CTK:5, SubjectDID:552(S), AlertingCID:300130, AlertingDID:552(S), CallingDID:0262978807(S), CalledDID:445(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:237, TrunkGroup:-1, LCS:Alerting, Cause:Distributed
[2017/12/29 15:37:11.232] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 6721514554613112, From: 101, To: 552, Actual: 552, Reason: Distributed, Result: ARRIVED_AT_TARGET_DEVICE, DestinationDeviceType: 0, DestinationResourceType: 0
[2017/12/29 15:37:11.310] WARN fbpackxt.cpp                  77 14d0 fail to retrieve [35674694] bytes from TPack
[2017/12/29 15:37:12.952] CAFL TteSCstaEventHandler.cpp    1140 0f4c Connection Cleared Event, UCID<1381514554631162> RqC<-1> , SubjectDID:573(S), ClearedCID:300132, ClearedDID:573(S), LCS:Null, Cause:Normal Clearing
[2017/12/29 15:37:12.952] WARN ttesxref.cpp                1004 0f4c SXRefTable::RemoveCallLinkageData. CLID is empty!
[2017/12/29 15:37:12.952] WARN ttesxref.cpp                 688 0f4c Cannot remove CLID by CID 300132
[2017/12/29 15:37:12.952] CAFL ttesrvr.cpp                 5933 0f4c Remove UCID<1381514554631162> from call table. Entries left:1. #CIDXRef:1. #DIDXRef:2
[2017/12/29 15:37:19.614] CAFL TteSCstaEventHandler.cpp    1159 0f4c Established Event, UCID<6721514554613112> RqC<0> , SubjectDID:552(S), JoinedCID:300130, JoinedDID:552(S), AnswerDID:552(S), CallingDID:0262978807(S), CalledDID:445(S), LRDID:(N/A), Trunk:237, LCS:Connected, Cause:Normal
[2017/12/29 15:37:19.614] CAFL TteSRoutingEventHandler.     277 10f8 DequeueCall Event, UCID<6721514554613112>, RqC<0>, CallTypeName:IT_FR
[2017/12/29 15:37:27.385] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:37:57.471] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:38:27.557] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:38:57.674] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:39:27.734] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:39:54.991] CAFL ttesrvr.cpp                 5349 0f4c New Call object with UCID: 9911514554794192 created upon receiving an event with CID: 300133
[2017/12/29 15:39:54.991] CAFL ttetcall.cpp                1102 0f4c TCall::SetBusUnitKey - UCID: 9911514554794192, BU key updated: 0|1
[2017/12/29 15:39:54.991] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<9911514554794192> RqC<-1> , CTK:0, SubjectDID:101(R), AlertingCID:300133, AlertingDID:101(R), CallingDID:0691799217(S), CalledDID:1(S), LRDID:444(S), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:239, TrunkGroup:-1, LCS:Alerting, Cause:CallForwardNoAnswer
[2017/12/29 15:39:54.991] CAFL ttescall.cpp               12526 0f4c DeliveredEvent, UCID: 9911514554794192, RqC: 0:, bHasBeenIVRHOLDDequeued: 0  First arrival of call into an RCG
[2017/12/29 15:39:54.991] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 9911514554794192, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:39:54.991] CAFL TteSCstaEventHandler.cpp    1228 0f4c Queued Event, UCID<9911514554794192>, SubjectDID:101(R), QueuedCID:300133, QueuedDID:101(R), QueuedToDID:100(A), CallingDID:0691799217(S), CalledDID:1(S), LRDID:(N/A), LCS:Queued, Cause:NoAvailableAgents, CallsInQueue:-1, Trunk:
[2017/12/29 15:39:54.991] CAFL ttescall.cpp               11129 14d0 Divert from Queue Call Request, UCID<9911514554794192>, DivertDestination: 571, Reason: DIVERT_IVR_DISTRIBUTION
[2017/12/29 15:39:54.991] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 9911514554794192 is to move from{101} to{571}
[2017/12/29 15:39:55.070] CAFL TteSCstaEventHandler.cpp    1149 0f4c Diverted Event, UCID<9911514554794192> RqC<0> , CTK:0, SubjectDID:101(R), DivertingCID:300133, DivertingDID:101(R), DestinationDID:571(S), LCS:Null, Cause:Distributed
[2017/12/29 15:39:55.070] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<9911514554794192> RqC<0> , CTK:0, SubjectDID:571(S), AlertingCID:300133, AlertingDID:571(S), CallingDID:0691799217(S), CalledDID:1(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:N/A, Trunk:239, TrunkGroup:-1, LCS:Alerting, Cause:Distributed
[2017/12/29 15:39:55.070] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 9911514554794192, From: 101, To: 571, Actual: 571, Reason: Distributed, Result: ARRIVED_AT_TARGET_DEVICE, DestinationDeviceType: 0, DestinationResourceType: 1
[2017/12/29 15:39:56.851] CAFL TteSCstaEventHandler.cpp    1159 0f4c Established Event, UCID<9911514554794192> RqC<0> , SubjectDID:571(S), JoinedCID:300133, JoinedDID:571(S), AnswerDID:571(S), CallingDID:0691799217(S), CalledDID:1(S), LRDID:(N/A), Trunk:239, LCS:Connected, Cause:Normal
[2017/12/29 15:39:57.852] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:40:09.120] CAFL ttescall.cpp                6061 14d0 One Step Transfer (Smart Transfer) Call Request, UCID<9911514554794192>, TransferringDID: 571. TransferTarget: 445
[2017/12/29 15:40:09.120] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 9911514554794192 is to move from{571} to{445}
[2017/12/29 15:40:09.136] WARN ttetcstm.cpp                 747 0e14 Fragmented CSTA Receive - totalBytesToBeReceived: 215, bytesReceived: 15, remainBytes: 200
[2017/12/29 15:40:09.136] WARN ttetcstm.cpp                 740 0e14 Remaining Fragmented CSTA Received - totalBytesToBeReceived: 215, totalBytesReceived: 215
[2017/12/29 15:40:09.136] CAFL TteSCstaEventHandler.cpp    1260 0f4c Transferred Event, UCID<9911514554794192> RqC<0> , SubjectDID:571(S), PrimaryCID:300133, PrimaryDID:571(S), SecondaryCID:, SecondaryDID:(N/A), TransferringDID:571(S), TransferToDID:101(R), LCS:Null, Cause:SingleStepTransfer, PrivateCause:SingleStepTransfer, Parties:2[{239(N/A)}{101(R)}], NewCID:300133
[2017/12/29 15:40:09.136] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 9911514554794192, From: 571, To: 445, Actual: 101, Reason: SingleStepTransfer, Result: ARRIVED_AT_OTHER_DEVICE, DestinationDeviceType: 2, DestinationResourceType: 6
[2017/12/29 15:40:09.136] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 9911514554794192, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:40:09.136] WARN tteSConnectionColl.cpp       426 0f4c TteSConnectionColl::RemoveConnection. Connection not found
[2017/12/29 15:40:09.136] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<9911514554794192> RqC<0> , CTK:0, SubjectDID:101(R), AlertingCID:300133, AlertingDID:101(R), CallingDID:0691799217(S), CalledDID:445(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:239, TrunkGroup:-1, LCS:Alerting, Cause:SingleStepTransfer
[2017/12/29 15:40:09.136] CAFL ttescall.cpp               12553 0f4c DeliveredEvent, UCID: 9911514554794192: Call has been FMNQ requeued.  Requeue count has NOT been incremented, and remains at 0
[2017/12/29 15:40:09.136] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 9911514554794192, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:40:09.136] CAFL ttesrvr.cpp                 5349 0f4c New Call object with UCID: 1361514554809242 created upon receiving an event with CID: 300135
[2017/12/29 15:40:09.136] CAFL ttetcall.cpp                1102 0f4c TCall::SetBusUnitKey - UCID: 1361514554809242, BU key updated: 0|1
[2017/12/29 15:40:09.136] CAFL TteSCstaEventHandler.cpp    1185 0f4c Failed Event, UCID<1361514554809242> RqC<-1> , SubjectDID:571(S), FailedCID:300135, FailedDID:571(S), CalledDID:(N/A), LCS:Failed, Cause:Blocked
[2017/12/29 15:40:09.136] CAFL TteSCstaEventHandler.cpp    1228 0f4c Queued Event, UCID<9911514554794192>, SubjectDID:101(R), QueuedCID:300133, QueuedDID:101(R), QueuedToDID:100(A), CallingDID:0691799217(S), CalledDID:445(S), LRDID:(N/A), LCS:Queued, Cause:NoAvailableAgents, CallsInQueue:-1, Trunk:
[2017/12/29 15:40:09.136] CAFL TteSRoutingEventHandler.     365 10f8 EnqueueCall Event, UCID<9911514554794192>, RqC<0>, CallTypeName:INFO_GEN_LU
[2017/12/29 15:40:09.136] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<9911514554794192>, RqC<0>, OriginalDNIS:445, OriginalANI:0691799217, BU key:1, CallTypeName:INFO_GEN_LU, Priority:1, CallTypeStep:0, External:0, Transfer:1
[2017/12/29 15:40:09.136] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<9911514554794192>, RqC<0>, OriginalDNIS:445, OriginalANI:0691799217, BU key:1, CallTypeName:INFO_GEN_LU, Priority:1, CallTypeStep:1, External:0, Transfer:1
[2017/12/29 15:40:09.136] CAFL TteSRoutingEventHandler.      31 10f8 UpdateRoutingData Event, UCID<9911514554794192>, RqC<0>, OriginalDNIS:445, OriginalANI:0691799217, BU key:1, CallTypeName:INFO_GEN_LU, Priority:1, CallTypeStep:1, External:0, Transfer:1
[2017/12/29 15:40:09.136] CAFL TteSRoutingEventHandler.     233 10f8 AssignCall Event, UCID<9911514554794192>, RqC<0>, UserId:107
[2017/12/29 15:40:09.136] CAFL ttesagnt.cpp                2089 10f8 SActiveAgent::HandleAssignCall Event. UserKey<11> UserId<107> Ext{534} HandleAssignCall Event: UCID{9911514554794192} RqC{0}
[2017/12/29 15:40:09.136] CAFL ttescall.cpp                7400 14d0 Divert Call Request, UCID<9911514554794192>, CID:, DivertingDID:, DivertDestination:534, CallTypeName:{INFO_GEN_LU}, CallTypeStep:1, reason:DIVERT_ROUTING
[2017/12/29 15:40:09.136] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 9911514554794192 is to move from{101} to{534}
[2017/12/29 15:40:09.198] CAFL ttesagnt.cpp                 997 0f4c UserId<107> Ext<534> HandleAgentBusyEvent: PendingAgentState{2} AcdState{ACDAVAIL}
[2017/12/29 15:40:09.214] CAFL TteSCstaEventHandler.cpp    1149 0f4c Diverted Event, UCID<9911514554794192> RqC<0> , CTK:12, SubjectDID:101(R), DivertingCID:300133, DivertingDID:101(R), DestinationDID:534(S), LCS:Null, Cause:Distributed
[2017/12/29 15:40:09.214] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<9911514554794192> RqC<0> , CTK:12, SubjectDID:534(S), AlertingCID:300133, AlertingDID:534(S), CallingDID:0691799217(S), CalledDID:445(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:239, TrunkGroup:-1, LCS:Alerting, Cause:Distributed
[2017/12/29 15:40:09.214] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 9911514554794192, From: 101, To: 534, Actual: 534, Reason: Distributed, Result: ARRIVED_AT_TARGET_DEVICE, DestinationDeviceType: 0, DestinationResourceType: 0
[2017/12/29 15:40:09.292] WARN fbpackxt.cpp                  77 14d0 fail to retrieve [27023942] bytes from TPack
[2017/12/29 15:40:10.980] CAFL TteSCstaEventHandler.cpp    1140 0f4c Connection Cleared Event, UCID<1361514554809242> RqC<-1> , SubjectDID:571(S), ClearedCID:300135, ClearedDID:571(S), LCS:Null, Cause:Normal Clearing
[2017/12/29 15:40:10.980] WARN ttesxref.cpp                1004 0f4c SXRefTable::RemoveCallLinkageData. CLID is empty!
[2017/12/29 15:40:10.980] WARN ttesxref.cpp                 688 0f4c Cannot remove CLID by CID 300135
[2017/12/29 15:40:10.980] CAFL ttesrvr.cpp                 5933 0f4c Remove UCID<1361514554809242> from call table. Entries left:2. #CIDXRef:2. #DIDXRef:3
[2017/12/29 15:40:14.262] CAFL TteSCstaEventHandler.cpp    1159 0f4c Established Event, UCID<9911514554794192> RqC<0> , SubjectDID:534(S), JoinedCID:300133, JoinedDID:534(S), AnswerDID:534(S), CallingDID:0691799217(S), CalledDID:445(S), LRDID:(N/A), Trunk:239, LCS:Connected, Cause:Normal
[2017/12/29 15:40:14.262] CAFL TteSRoutingEventHandler.     277 10f8 DequeueCall Event, UCID<9911514554794192>, RqC<0>, CallTypeName:INFO_GEN_LU
[2017/12/29 15:40:27.938] CAFL ttesswch.cpp                 510 0f4c System Status Event, SystemStatus: Switch Normal
[2017/12/29 15:40:37.659] CAFL ttesrvr.cpp                 5349 0f4c New Call object with UCID: 6591514554837272 created upon receiving an event with CID: 300136
[2017/12/29 15:40:37.659] CAFL ttetcall.cpp                1102 0f4c TCall::SetBusUnitKey - UCID: 6591514554837272, BU key updated: 0|1
[2017/12/29 15:40:37.659] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<6591514554837272> RqC<-1> , CTK:0, SubjectDID:101(R), AlertingCID:300136, AlertingDID:101(R), CallingDID:0621131902(S), CalledDID:1(S), LRDID:444(S), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:445, Trunk:241, TrunkGroup:-1, LCS:Alerting, Cause:CallForwardNoAnswer
[2017/12/29 15:40:37.659] CAFL ttescall.cpp               12526 0f4c DeliveredEvent, UCID: 6591514554837272, RqC: 0:, bHasBeenIVRHOLDDequeued: 0  First arrival of call into an RCG
[2017/12/29 15:40:37.659] CAFL ttetcall.cpp                 378 0f4c HandlingType and ContactType transition, UCID: 6591514554837272, New HandlingType: ProCenterExternal, New ContactType: Routed Voice.
[2017/12/29 15:40:37.659] CAFL TteSCstaEventHandler.cpp    1228 0f4c Queued Event, UCID<6591514554837272>, SubjectDID:101(R), QueuedCID:300136, QueuedDID:101(R), QueuedToDID:100(A), CallingDID:0621131902(S), CalledDID:1(S), LRDID:(N/A), LCS:Queued, Cause:NoAvailableAgents, CallsInQueue:-1, Trunk:
[2017/12/29 15:40:37.659] CAFL ttescall.cpp               11129 14d0 Divert from Queue Call Request, UCID<6591514554837272>, DivertDestination: 572, Reason: DIVERT_IVR_DISTRIBUTION
[2017/12/29 15:40:37.659] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 6591514554837272 is to move from{101} to{572}
[2017/12/29 15:40:37.691] CAFL TteSCstaEventHandler.cpp    1149 0f4c Diverted Event, UCID<6591514554837272> RqC<0> , CTK:0, SubjectDID:101(R), DivertingCID:300136, DivertingDID:101(R), DestinationDID:572(S), LCS:Null, Cause:Distributed
[2017/12/29 15:40:37.691] CAFL TteSCstaEventHandler.cpp    1120 0f4c Delivered Event, UCID<6591514554837272> RqC<0> , CTK:0, SubjectDID:572(S), AlertingCID:300136, AlertingDID:572(S), CallingDID:0621131902(S), CalledDID:1(S), LRDID:(N/A), ConsHeldDID:(N/A), CallingPartyIsANI:True, ACDDN:N/A, Trunk:241, TrunkGroup:-1, LCS:Alerting, Cause:Distributed
[2017/12/29 15:40:37.691] CAFL ttescall.cpp               11811 0f4c SCall::SendCallMoveConfirmationEvent() UCID: 6591514554837272, From: 101, To: 572, Actual: 572, Reason: Distributed, Result: ARRIVED_AT_TARGET_DEVICE, DestinationDeviceType: 0, DestinationResourceType: 1
[2017/12/29 15:40:39.488] CAFL TteSCstaEventHandler.cpp    1159 0f4c Established Event, UCID<6591514554837272> RqC<0> , SubjectDID:572(S), JoinedCID:300136, JoinedDID:572(S), AnswerDID:572(S), CallingDID:0621131902(S), CalledDID:1(S), LRDID:(N/A), Trunk:241, LCS:Connected, Cause:Normal
[2017/12/29 15:40:56.446] CAFL ttescall.cpp                6061 14d0 One Step Transfer (Smart Transfer) Call Request, UCID<6591514554837272>, TransferringDID: 572. TransferTarget: 445
[2017/12/29 15:40:56.446] CAFL ttescall.cpp               14538 14d0 SCall::Initiate CallTransactionInfo. UCID 6591514554837272 is to move from{572} to{445}
[2017/12/29 15:40:56.493] WARN ttetcstm.cpp                 747 0e14 Fragmented CSTA Receive - totalBytesToBeReceived: 216, bytesReceived: 15, remainBytes: 201
